,id,content,tag_en,tag_zhtw
432,966,9月26日晚上，高雄岡山一家木材廠發生大火，竟然也變成了一則謠言！「請高雄市教育局即刻通知各級學校今天體育課一律暫停！昨晚8:50岡山發生大火，總共出動三十台消防車救火，今天凌晨4：40火勢獲控制、尚未完全撲滅。起火的「勗宏公司」張姓負責人說，廠內有1、2千噸塑膠模和資源回收物，裡面還有4桶約800公升柴油。塑膠燃燒產生「戴奧辛」為世紀之毒，是世界衛生組織公布的「第一級致癌物」，昨晚的岡山大火1、2千噸塑膠模燃燒八小時會產生多少戴奧辛？真心奉勸高雄的朋友今天沒事不要外出，不得已外出也一定要戴口罩（只有N95可以有效阻隔）。學校老師請不要上體育課及任何戶外課程。」,Unreal,不實
433,967,「如果 有舊版 美金好友 應該注意 台灣銀行 限定 2018年 10月8日之前，盡速 換回台幣，否则 以後 換取的話 需要送美國鑑定， 因為 假鈔太多， 半年之後， 驗證之後 才能領到現金， 今天到台灣銀行 兑换 台幣告知的， 敬请 轉告親朋好友們， 謝謝！–朋友傳的。」這斷句斷得很痛苦的訊息，今天特夯啊！但究竟是真的還是假的呢？,Partial Real,部分事實
434,965,網路上流傳著一篇「科學家終於公布咖啡與癌症的關係，後悔沒早點知道！」的文章，光看標題很多人可能會直覺認為，一定又在說喝咖啡會致癌了，但且慢～因為這篇文章不是說喝咖啡會致癌，而是說喝咖啡會防癌！而且咖啡能防的癌症還不少，包括直腸癌、結腸癌、肝癌、黑色素瘤、乳腺癌、咽喉癌以及糖尿病，看起來咖啡根本是大補帖，但真的是這樣嗎？,Unreal,不實
435,964,「震撼全世界的一段碑文，很多人後悔沒有早點看到！」這個誇大不實的標題，相信有很多人都曾看過，至於內容寫了些什麼呢：「在倫敦聞名世界的威斯敏斯特大教堂地下室的墓碑林中，有一塊名揚世界的墓碑…同周圍那些質地上乘、做工優良的亨利三世到喬治二世等二十多位英國前國王墓碑，以及牛頓、達爾文、狄更斯等名人的墓碑比較起來，它顯得微不足道，不值一提。但是，就是這樣一塊無名氏墓碑，卻成為名揚全球的著名墓碑。在這塊墓碑上，刻著這樣的一段話（太長先省略）。當年輕的曼德拉看到這篇碑文時，頓然有醍醐灌頂之感，聲稱自己從中找到了改變南非甚至整個世界的金鑰匙。回到南非後，這個志向遠大、原本贊同以暴治暴填平種族歧視鴻溝的黑人青年，一下子改變的自己的思想和處世風格。他從改變自己、改變自己的家庭和親朋好友著手，經歷了幾十年，終於改變了他的國家。」,Unreal,不實
436,963,除了有一堆假冒Line官方或是企業品牌的LINE＠帳號，持續以「贈送免費貼圖」的名義欺騙網友加好友，最近居然連臉書都出現冒牌貨粉絲團，粉絲團名稱、圖片和貼文都弄得好像真有一回事，殊不知這些通通都是詐騙，還吸引上千名網友按讚、留言、分享。現在正在看文章的各位，你中招了嗎？,Unreal,不實
437,962,空腹不能吃番茄？不然可能會引發胃脹甚至胃結石？「番茄不可空腹時吃因為，含有大量的果膠、柿膠酚、可溶性收斂劑等成分，容易與胃酸發生化學作用，凝結成不易溶解的塊狀物。這些硬塊可將胃的出口－幽門堵塞，使胃裡的壓力升高，造成胃擴張而使人感到胃脹痛。」看起來講得很有道理，但真的是這樣嗎？,Unreal,不實
438,961,許多賺了大錢後，才發現真正可貴的是健康～聽說馬雲就是其中一位？因為馬雲一家四口都得癌症？「無數光環下的馬雲，其實有著悲慘的人生～ 無數光環下的馬雲，其實有著悲慘的人生，阿里巴巴NY上市成功，馬雲一夜成為中國首富。羨慕之餘，你可能不知道，他更羨慕健康的你。他一家四口，兒子二十二歲死於腦部癌，女兒有心臟病，太太乳腺癌，而他則是直腸癌。」,Unreal,不實
439,960,有則文字訊息和影片突然間好夯喔！文字訊息說：「墨西哥有個習俗，要娶小老婆，必須在親人見證下，讓大老婆打100棍。不知道值不值得？」隨著文字附上的影片中，女子拿著藤條，狠狠地抽向男子的臀部，打到男子有點Hold不住呀！這影片的真相，倒底是不是如同文字所說的，真有這麼一回事呢？,Unreal,不實
440,959,電梯下墜時該如何自保？有則訊息在教電梯下墜自救法，當遇到電梯下墜時，一定要馬上按個樓層的按件才能自保？「檳城住27樓的於先生帶著4歲女兒坐電梯，電梯運行至23樓時，一陣強烈抖動後迅速下墜。他一手抱起女兒，一手迅速按亮所有樓層按鍵，（要從低層往高層按）電力恢復以後電梯在16樓停住，這是電梯急墜自救法，人人都有可能要坐電梯，不要按贊請你轉發讓每人都知道，電梯急墜自救方法，功德無量，也許看一眼就能保護你最愛的人。」,Unreal,不實
441,958,「吃一片烤吐司，致癌物就超標！？」這則中視的新聞影片突然成為長輩群組裡的大紅牌，每個人都在轉發。新聞報導說，國內研究發現，烤吐司會釋放出一種腎臟毒素，恐怕會有致癌的危險，一天只要吃一片的量，就可能危害健康，增加甲狀腺癌或肝癌危機，並且訪問某位江醫師，表示25秒的風烤就會產生足量的「單氯丙二醇」，這就是腎毒物也是致癌物。這到底是真的還是假的呢？,Unreal,不實
442,957,其實今天要來破解的不是謠言，而是一則「台南市一名女大生撞闖紅燈阿婆遭求償36萬」的新聞。「台南一名女大生年初騎機車撞上一位闖紅燈的阿婆，調解時阿婆兒子要求她支付賠償金36萬元，雖監視器清楚拍到阿婆闖紅燈，但兒子仍強硬表示，就算我媽媽闖紅燈，也不代表你們可以撞她。問題出在筆錄：看到阿婆在人行道，我稍減速之後，阿婆突然衝出來，我煞車不及，導致撞上。看到，就有肇事責任。正確回答：我完全沒有看到人，她突然就闖紅燈跑出來，非常突然的情況下，就撞上去，非我能預防之事。完全沒有看到，才能避免應注意未注意之事項。」,Partial Real,部分事實
443,956,各位最近可能有在長輩群組看過這張圖片，但沒有起疑發現內容有謠言，這張圖片寫著：「攝影師達倫．皮爾遜拍到了一棵閃電打在一棵樹上的長鏡頭。這就是為甚麼我們不應該站在一棵樹下，當下雨／迅雷…」所以閃電打在一棵樹上真的是這個樣子嗎？,Unreal,不實
444,955,「看看您還敢去韓國嗎？用韓貨嗎？餐廳吃蔬菜都是這樣來的，可惡！吃死你們這些台灣人！希望台灣不要再有這種東西了！已經夠毒了！！」別以為謠言到此結束，後面還有附上一則Youtube影片，影片中的老先生用大湯匙舀起一勺勺色彩鮮艷的液體往水中倒，接著以極為靈巧的雙手將水中顏料向下一拉，折起再折起，就成了我們熟悉的高麗菜、馬鈴薯沙拉還有炸蝦，你覺得你吃到的食物、蔬菜是這樣做出來的嗎？,Unreal,不實
445,954,食安問題是大家最在乎的議題之一，所以和食物有關的Line訊息，就讓人更無法忽視。應該很多朋友都有看過這則訊息：「夭壽哦！蚵仔很大顆。原來都加磷酸鹽。難怪常看到斗六很多人中風。因為磷酸鹽會讓血管鈣化！請大家注意。」文字後面還附上一則Youtube影片，影片來源是三立新聞台2013年11月25日刊登的報導《【獨家】肥蚵大解密！加磷酸鹽生蚵速長大》。難道，斗六很多人中風真的是因為蚵仔的磷酸鹽會讓血管鈣化？,Unreal,不實
446,953,不論是台灣民眾還是來台灣旅遊的外國觀光客，北部旅遊景點名單多半會出現「國立故宮博物院」，難得造訪怎麼可以錯過「中華文化寶庫」呢？不過網路卻謠傳以後可能看不到這麼多珍貴的文物了！有一句謠言頻頻在Line群組、微博上流竄：「故宮2000件文物將與日本交換，換取100件日本文物展出，交換展期50年。」這到底是怎麼一回事呢？,Unreal,不實
447,952,手機遺失或被偷時該怎麼處理？網路上流傳著一張圖片寫著，「手機掉了正確處理流程。絕對不要先向電話公司商停話，做錯流程差很多。直接去警察局報遺失，記得拿報案三聯單。讓對方用你的sim卡亂打，打越多越容易找回。收到上月帳單後，拿著報案三聯單，去電信系統商要求自遺失日期後的電話費皆可扣除（法律規定的），所以絕對不要一開始就打給電信公司要求停話，記得先報案，損失越多你的手機越快找回！！！」這訊息講的是真的嗎？,Unreal,不實
448,951,台灣各地最近都被豪大雨籠罩，毫不意外地，謠言界又出現新的謠言：「現在的電線桿跟路燈都是鐵製的，容易漏電，下大雨淹水的時候一定要記得不要靠近電線桿。」除了文字訊息之外，肯定還要附上影片，影片可以看見水淹及膝，有三位男子涉水前進，卻因為摸了電線桿而跌入水中，難道電線桿跟路燈都會把人電暈？,Unreal,不實
449,950,說到膽結石排除，網路上也是一堆偏方，其中就屬這則「蘋果汁排膽結石」的偏方最經典！「第1～5天每天5顆蘋果，飲食清淡少油，蘋果青紅不拘，如果是比較大的蘋果，可吃少些，也可打成蘋果汁，每日飲用1000cc。吃蘋果是為了軟化結石。第6天不吃蘋果，飲食清淡少油，過午不食。晚上六點，喝一小匙瀉鹽加溫水，晚上八點，喝一小匙瀉鹽加溫水，晚上十點，半杯鮮榨檸檬汁加半杯食用橄欖油混合一次慢慢喝完，瀉鹽可放鬆膽管，橄欖油可促使大量分泌膽汁，沖出結石。隔天開始排出青黑色糞便，結石會浮在水面上，可挑起存證。若第一次排出很多結石，可數月後再做一次清除剩下的。一般人可一年一次，預防結石。」所以這招真有這麼神？,Unreal,不實
450,949,網路上流傳一段和子宮頸抹片檢查有關的文字：「子宮頸癌篩檢業務被强力推廣，由於受檢女性快速增加，導致最近25年間子宮頸癌的發現數成長7倍，但同時間死於子宮頸癌人數完全没有減少，這表示篩檢業務根本没意義！…原位癌置之不理的話，99%以上會消失！原位癌是人類乳突瘤病毒(HPV)的感染症，不會變成浸潤或轉移，利用檢診發現原位癌無意義！别管排山倒海的醫療行銷話術！只要想想！為何25年間，子宮頸癌的早期發現多了7倍，死亡人數反而没減少？實情是增加的部分都是原位癌，如果原位癌放置不管會浸潤、轉移，那發現那麼多的原位癌，死於子宮頸癌的人數應減少才對，但根本没有！所以『原位癌』是『假性癌』，起因於無意義篩檢，常帶來没必要手術！」這說法是真的嗎？,Unreal,不實
451,948,想必許多人出門時都時常選擇搭Uber嗎？會選擇Uber的理由不外乎，車子乾淨、方便、時尚，但Uber的合法與否也曾引起紛爭好一陣子，最近有則謠言就十分火紅，「請轉傳，愛搭Uber的人請注意！Uber目前在台灣是以租車僱駕的型式營運。也就是說，叫車的人屬於雇主；像影片中的事故，乘客必須以雇主身份負連帶責任賠償。營業車的保險費很貴，幾乎每一台都是保最低的（不夠賠）。愛搭Uber的人請注意！發生事故，你有連帶責任必須賠償！」所以搭Uber發生事故乘客須負連帶責任？,Unreal,不實
452,947,應該有不少網友最近收到以下訊息：「台南市政府通知：15號-25號室外不要曬被子，衣服，不要吃外面的食物（燒烤等露天食物）。盡量减少郊外，户外活動。飛機撒藥治白蛾，大家把愛心傳遞下去。」奇怪，最近不是應該積極防治登革熱嗎？怎麼又要撒藥治白蛾了呢？,Unreal,不實
453,946,蘭姆酒吐司LINE＠今天一開工就發現，好多網友傳了一樣的訊息和照片來詢問，文字訊息說：「現在高速公路會罰沒有保持安全距離3000元，大家要注意噢！開罰日期2018/08/01。」並且附上一張有紅色罰單和違規拍照之照片，這似乎讓很多網友嚇一跳，在高速公路沒有保持安全距離真的會開罰嗎？,Real,真實
454,945,「TIME是世界雜誌，居然用這張警察坐水中吃便當！而總統……你不覺得我們丟臉嗎？」這則訊息這兩天特別夯耶！還有搭配兩張圖片，一張是疑似TIME雜誌封面照，一張則是寫著「時代雜誌本期封面以台灣總統視察南部水災為主題除了時間，其餘文字為：1.無效的Bumbler，2.台灣皇后秀，3.悲傷的國度：台灣。」好多人來這到底是真的還是假的？還說是8月25日出刊的雜誌，你覺得可信嗎？,Unreal,不實
455,944,台中市登革熱謠言瘋傳！「轉環衛科通知：台中市目前確診20例本土型登革熱病例如下：東區東門里、東英里、南區南門里、南和里、烏日區三和里、大里區祥興里、中新里、東興里、立德里、東昇里、內新里、太平區中興里、新光里、光明里、平安里、西區雙龍里，大家小心蚊子叮咬傅播，此RNA病毒很强。只要是病毒造成全身出血，出血型死亡50～95％，是研究病毒30年的專家最怕的一種。」所以這訊息說的是正確的嗎？,Partial Real,部分事實
456,943,各位有聽過「鳳梨病」這個說法嗎？有網友最近來問，「鳳梨中含有一種叫蛋白酶的物質，對人的皮膚、血管等有一定的副作用。過敏體質的人食之會引起鳳梨中毒，稱為鳳梨病。特症是孩子發育遲緩，光長胖不長個兒，而且走路也遲，說話反應遲鈍。」約翰走鹿還真不知道鳳梨這麼危險，謠言說的是真的嗎？,Partial Real,部分事實
457,942,什麼？黑心陽春麵毒害南部20年，台南、高屏逾300家小吃攤中彈！這標題也太聳動了，而且謠言還講的很詳細，「供應台南、高屏地區逾300家小吃攤麵條的高雄大量農產公司，生產的陽春麵、米粉被檢出不得檢出的苯甲酸及超標的二氧化硫（漂白劑），其中陽春麵來自台南再伯、乙才食品行。但大量農產負責人劉宜芃聲稱是祖傳配方，劉的堂哥、再伯及乙才食品負責人劉信德更說全台灣都是這樣製麵，卻遭員工打臉表示，我也不敢把麵條拿回家給小孩子吃。」所以是真有其事嗎？,Partial Real,部分事實
458,941,相信不管是在臉書或是Line群組，應該有很多人收到一張照片，上頭寫著：「請大家注意一下，如果看到豬肉，雞肉，鴨肉，長有一粒粒疱疹（應為皰疹），一粒粒小白点（應為點），千萬不要去吃，因為那是癌症ok！」照片本身蠻噁心的，血淋淋的骨肉上有大小不一的白色突起物，難道真的如照片所說是癌症嗎？,Unreal,不實
459,940,除了癌症外，糖尿病啦、心臟病啦、降三高這類主題的謠言也是族繁不及備載，最近有網友來問，「豬皮降三高是真的嗎？」，訊息是這樣寫的，「中醫中有個說法叫做藥食同源，藥食同源不難理解，既是美味的食材，也是功效強大的藥材，最為典型的就是山藥了，可今天要給大家介紹的並不是山藥，但是也是生活中常見的一種食材—豬皮。通常認為，豬身上的東西都是高膽固醇、高血脂，很多人在做豬肉的時候，往往會把豬皮切下來丟掉，其實這樣，可是丟棄了一味能夠降三高、還帶有肉味的良藥！」,Unreal,不實
460,939,蘭姆酒吐司LINE@這兩天突然收到好幾個網友傳來類似的訊息，像是「這幾天外食吃魚或買魚請格外小心！」或是「最近都不要買魚了，怕會給不法商人拿來賣，還是不要吃較安全！」除此之外，還附上一則影片，影片中穿著淺藍色上衣的新北市議員參選人、現任忠孝里里長王威元，在淡水河流經的三重區忠孝碼頭撥打電話，表示現場有大量魚群暴斃，希望相關單位可以儘快來處理。究竟這是怎麼一回事呢？這些暴斃的魚會流入市面嗎？,Unreal,不實
461,938,已經放到不新鮮的魚有辦法回春再變新鮮嗎？最近有則訊息傳說，一氧化碳讓腐魚變新鮮，如果魚不新鮮了，只要施打一氧化碳就能回春，讓魚再變新鮮？如果真有這招，那以後根本就不用擔心魚不新鮮了，但重點是打過一氧化碳的魚有人敢吃嗎？,Unreal,不實
462,937,今天要來查一則很多人問的老謠言～「開車不要跟在計程車後面！保險公司忠告：因為經濟不景氣，有些不肖計程車司機，本身車子已經很舊，所以利用假車禍詐財。像是行進中突然緊急煞車導致後車追撞，再來向後車索賠，只要是後車追撞，這在保險理賠算是天條無解。後車一定要賠，因為前車是計程車，有營利事業登記證的。所以肇事者除了要負責修復前車，還要多賠計程車司機一條營利損失，因為他是有掛牌的。至於要多少錢，就看計程車駕駛的良心了，保險公司最近收到很多這樣的案子，提醒大家開車，不要跟在計程車後面。」,Unreal,不實
463,936,「請注意：女舞者是位機器人，這段視頻來自上海迪士尼4D影視，有內部人士特別奉獻，觀看只有5分鐘，但排隊卻要4小時（以上），票價499元，在微信群裡先睹為快呵，大家一起分享快樂吧！人哦！這個世界變化太快啦！」相信各位長輩的LINE群組都有收到這訊息，還會搭配影片一起轉發，但這位女舞者真的是機器人嗎？影片真的來自上海迪士尼？,Unreal,不實
464,935,蘭姆酒吐司LINE@跳出一則很有趣的疑問：「普亭是中俄混血兒？」原來是網路上有一篇文章說：「沒有人知道當今俄羅斯總統普亭竟是中國人種，他的中文姓名叫羅震英，1953年10月7日在聖彼得堡出生，他的祖籍是中國山東省，在俄羅斯他是第三代華裔移民。普亭總統的祖父羅埔霆，俄文姓名叫斯皮里東．普亭。清末民初…沙俄內亂的俄軍一部分進入中國東北，羅埔霆被白俄軍雇用擔任隨軍挑夫…被白俄軍官看上，培養他軍事知識才能，躍升他為中層軍官，娶了沙俄的貴族少女為妻…由於羅埔霆會道地的中國廚藝，被軍方推存成為列寧與斯大林的私人廚師。普亭總統的父親叫羅海德，是羅埔霆的長子…娶了俄女為妻，生了三個兒子，普亭最小…他不願意讓外人知道太多他的身世。因此，他的華裔血統無人知道。直到中國大陸的記者找到羅元平才知道他們家族的變遷史，並知道普亭真正的身世。」原文太長先節錄片段，不過這到底是真的還是假的？,Unreal,不實
465,934,覺得點眼藥水總是流出來嗎？明明只點一滴，每次卻一堆流出來，想說會不會是自己點眼藥水的技術太差，所以只好多點幾滴，走一個點好點滿的路線，讓眼藥水能徹底被吸收，但各位有想過嗎？眼藥水會流出來，或許不是各位的技術太差，而是眼藥水太大滴？,Real,真實
466,933,暑假已經過了一半，結果現在才有網友來問關於旅平險迷思，難不成是要把握暑假最後時間出遊嗎？「記得用信用卡買各種車票，火車、高鐵、客運等大眾運輸，都可以信用卡購票，可享上千萬元的旅遊平安險保障，只是國人仍少以信用卡買車票，讓權益睡著了。信用卡購買車票，無須留下個資，理賠時家屬需主動與發卡銀行聯繫申請理賠；發卡銀行會出具相關證明文件，協助家屬向保險公司申請理賠。國內信用卡提供的旅遊平安險保障範圍，是經當地政府登記許可，行駛於固定航、路線之商用客機或水、陸上公共交通工具；此交通工具必須為固定班次、固定發車時間、正式售票且登記有案的交通工具，並是以運輸為目的者。」所以一定要用信用卡買車票、機票才有保障嗎？,Real,真實
467,932,「您打算幾歲退休？一份美國權威學者Dr. Ephrem Cheng有關壽命與退休年齡關係（Age at Retirement Vs Life Span）的調查報告。這份報告網羅了幾家美國超級大集團包括波音、AT&T及福特汽車等的退休金計劃，最驚人發現為行政人員愈晚退休愈短命！統計如下：退休年齡49.9歲，死亡年齡86歲；退休年齡51.2歲，死亡年齡85.3歲；退休年齡52.5歲，死亡年齡84.6歲….所有的大機構幾乎都有一致的現象，凡捱到六十五歲才退休的全職管理人員，通常十八個月內就逝世！所以，不少退休金儲備因而無人認領。Dr. Cheng於是展開全面調查，就有以上統計得出結論：『原來，愈晚退休愈早死。』」看完這則網路訊息，你該不會也覺得要早點退休吧？,Unreal,不實
468,931,先別說今天要查什麼謠言，你有聽過安麗嗎？有聽過安麗的話，那有聽過「安麗老闆死了」的謠言嗎？這則謠言可是在網路上很有名啊～「安麗老闆死了！才56歲，吃了27年的紐崔萊，好諷刺啊！2013年10月16日，安麗成冠3S系統創始人陳觀田因肝癌56歲去世，幹了27年安麗，吃了27年紐崔萊，為美國人賺了27年錢。安麗大師超凡創辦人王慈官《遠離貧窮》《完整的植物是最好的藥物》作者，於2006年7月29日6時在福州逝世，享年61歲。安麗著名的網路21系統創始人吉米道南2013年8月13日去逝，65歲。用了安麗產品四十三年。真是莫大的諷刺，每天讓自己吞進大把大把的高科技產品，最終傷及肝臟，一命嗚呼！」所以安麗老闆真的死了嗎？,Unreal,不實
469,930,大家乘車坐後座時會繫安全帶嗎？最有有則Line訊息傳說，乘車時如果坐後座未繫安全帶，警察是可以開罰的，而且一般道路跟國道的價碼不一樣，一般道路是開罰1500，國道則是開罰3000，而且聽說國道警方最近在大執法？這訊息是真的嗎？,Partial Real,部分事實
470,929,這幾天有好多網友傳來這些訊息：「好可怕！這個孩子頭整個被炸開…因為手機放「枕頭」下面爆炸！請使用手機要注意，不要放在床頭或枕頭下面或旁邊！」、「這個是手機放在床上枕頭旁爆炸！」、「聽說充電時手機放在枕頭不幸爆炸！」、「因為手機放枕頭下面爆炸！」除了文字訊息之外，還附上一則超級無敵血腥的可怕影片，影片中有一名男子被眾人抱著送上車，而他的頭部已經呈現腦袋開花、血液四濺的狀態，這真的是手機放枕頭下面爆炸所造成的嗎？,Unreal,不實
471,928,如果食物中毒時該怎麼解毒？約翰走鹿最近聽到一個說法，食物中毒喝優酪乳能解毒？大家有聽過這個說法嗎？據說原理是，優酪乳本身含有好菌，透過優酪乳的乳酸菌來營造腸道內環境優勢，並且抑制有害菌的生長，這說法看似很有道理，但真的是這樣嗎？,Unreal,不實
472,927,「只有今天！限量永久免費會動的小熊維尼貼圖下載活動」這樣的Line@訊息，你最近有收到嗎？除了小熊維尼貼圖之外，不久前還有「爸爸節永久免費史努比動態貼圖限時下載活動！只有一天」、「即日起加入7-11好友官方，就可以領取500元禮券，每人限領一張，可以買菸買餅乾買冰，全省各大門市通用，點此加入」、「星巴克這次來真的，20周年慶！加入官方好友後免費領取一週咖啡禮券！領到請馬上前往門市兌換，期限只到晚上12點」、「永久免費限量小丸子動態貼圖限時下載活動！只有一天」等等優惠訊息，連陶板屋、西堤牛排也曾經是主角，到底這類訊息是真還是假的？怎麼分辨？,Unreal,不實
473,926,抗癌、致癌的謠言除了謠言愛用之外，就連直銷也很愛用啊～鹿胎盤可以治療癌症的說法有聽過嗎？據說有直銷業者宣稱鹿胎盤不但能治療癌症，還能治療糖尿病、失明，根本是仙丹來著，但其實鹿胎盤的爭議不少，到底鹿胎盤治療癌症是真的有效嗎？,Unreal,不實
474,925,應該有不少網友都有收到以下的Line訊息：「每一戶可以拿戶口名簿去該區消防隊／局，免費申請一個火災警報器，別錯過囉！目前確定台北／新北／桃園有，其他縣市請上各地消防局網站查詢。領回家後開啟電源，用內附泡棉膠黏著於天花板，已含專用特殊電池，壽命長達十年。」這究竟是真實的實用資訊還是又是假訊息一則呢？,Partial Real,部分事實
475,924,食療謠言千奇百怪，最近就有網友問：「南瓜加鳳梨顧膝蓋是真的嗎？」約翰走鹿還真是沒聽過這種偏方，來看謠言怎麼說的。「這個南瓜確實為顧膝蓋聖品，以下是弟子親身的經歷，南瓜加鳳梨，做法：南瓜洗淨直接切塊，加鳳梨削皮切入適量加一點鹽巴，放入電鍋（內鍋不加水）即可。弟子原本運動傷到膝蓋，走路或下樓梯疼痛到要扶持才能行走，在一次因緣下，由一個賣南瓜的阿伯說有人試過此方，膝蓋骨不用開刀即好，回家試過3次，膝蓋真的不再疼痛，至今已過了4、5個月，沒再復發。」,Unreal,不實
476,923,雖然2018世足賽已經結束一陣子了，但最近有蠻多人在轉發一則文字訊息和影片，訊息說：「法國世足賽奪得冠軍，熱烈歡慶中，衷心銘感台灣製作好穿的衣褲，感激大功勞之餘，刻意安排出台灣的型狀佔中央（應為形狀），大家一起慶祝吧～讚！讚！讚！」影片拍攝者站在高樓窗戶旁，從上往下拍攝底下廣場人山人海的景象，穿著白色衣服的群眾把身穿藍色制服的維安人員、戴著紅帽的樂隊團團圍住，而被圍住的形狀乍看之下還真的和台灣的樣貌有點像。這場熱情四溢的活動，真的是在感謝台灣嗎？,Unreal,不實
477,922,「千千萬萬的癌症患者，兇手抓到了…原來是缺乏【維生素B2】！」光看這個LINE訊息，就知道這肯定是長輩最喜歡轉發的謠言囉！那謠言說了什麼呢？謠言說，一位中學同學用微信傳來這篇好文，因為她在衛生部門工作，流行病學認為父母得了癌症，子女也易得癌症，所以癌症具有遺傳性，這其實是個錯誤的結論。真正的原因是，父母與子女在飲食結構上具有高度相似性，嚴重缺乏維生素B2是致癌的根本原因。謠言還舉出很多疾病，像是各種消化道潰瘍、出血、腫塊、息肉、肌瘤、肝硬化、痔瘡、女性的宮頸糜爛都是缺乏維生素B2引起的。由此可見，及時、足量補充維生素B2，以上這些症狀都會痊癒，並且再次強調嚴重缺乏維生素B2是導致癌症、腫瘤的根本原因。事情真有那麼簡單？,Unreal,不實
478,921,長輩們最喜歡謠言排行榜第一名的抗癌謠言又來了，每次只要看到什麼瞬間殺死癌細胞、防癌效果是化療的幾百倍之類的謠言，約翰走鹿的白眼一定是能翻多高就多高，偏偏還是很多人信，就像今天要破解的「科學家超興奮地宣布，發現了可以在48小時內殺死98％癌細胞的植物根」是什麼植物根這麼厲害呢？蒲公英的根是也～據說有位罹患白血病的72歲外國老頭，因為醫院治療無效所以返家休養，結果卻因為連續四個月飲用蒲公英茶，竟然讓白血病痊癒，然後「蒲公英根能在48小時內殺死98％癌細胞」的浮誇標題和文章就出現了，浦公英根真的是抗癌妙方嗎？,Unreal,不實
479,920,這陣子蘭姆酒吐司常常收到網友來詢問同一則Youtube影片，影片標題寫著「奶奶常常掉髮，它用「這個」洗頭！不到一個月頭髮長回來了！不再脫髮了！」影片內容說，鄰居老奶奶有脫髮的問題，但自從她每天用「食鹽」洗頭，一個月左右，脫髮問題減少了，還長出新的黑髮。食鹽洗頭的方法如下，先把頭髮洗乾淨，再把100至200克的食鹽加入半盆溫水攪拌均勻，把頭和頭髮浸泡水中按摩頭皮3至5分鐘，最後用清水沖洗乾淨，每個星期2次堅持一個月就會看到效果；鹽水洗頭好處就在於可以殺菌去除頭皮屑，以及鹽水可以抑制油脂分泌、抑制代謝障礙，鹽水中的鈉鹽還可以幫助調節頭皮的水電解質，平衡雄性激素。這…到底是真還是假？,Unreal,不實
480,919,蘭姆酒吐司line@這兩天收到一則很搞笑的訊息：「星巴克已宣佈：同性戀是星巴克公司的核心價值，顧客每買一杯飲品的部份資金都會用作支持同性婚姻活動。而星巴克是一直使用：希臘神話中不穿衣服，有兩條尾巴的美人魚，對於水手們充滿著性誘惑力的邪神塞倫（Siren）為品牌LOGO，身為基督徒的你，請光顧別的咖啡店，拒絕光顧星巴克，不要讓自己使用印有邪神塞倫標誌包裝的飲品/食品，請不要以金錢支持同性婚姻。請拒絕「栽種邪惡」。謝謝轉發 ～星巴克會把生意額，每10元撥出1元支持同性戀者事項。如同歐蕾支持撒旦教! 拒買!」這到底是真的還是假的呢？,Unreal,不實
481,918,康師傅的泡麵大家愛吃嗎？約翰走鹿個人是沒很愛，但好像大陸很能接受？不過家大業大的康師傅在大陸也是慘遭謠言攻擊啊～「康師傅，永別了！ 中華民族的敗類，讓它壽終正寢！康師傅為日本購中國釣魚島捐三億日元！撕開康師傅的外衣，原來是披著羊皮的日貨！網上曝出康師傅名為台企，實際早就由日本朝日啤酒收購控股。看到中華大地遍地都是康師傅的水、飲料、方便麵，痛心呀！以後堅決不再買康師傅的任何東西。大家多轉發，讓更多國人知道！朝日啤酒為日本購買釣魚島捐了三億日元，這垃圾企業！誰群多，轉一下，日本人說中國人是垃圾，不團結，今天騰迅公司和日本人打賭，如果在兩周內轉發超過兩百萬的話，日本人就是垃圾。」,Unreal,不實
482,917,前幾天有則新聞吸引了約翰走鹿的目光，苗栗縣有名陳姓男子與另一位王姓女子在社區的Line群組中發生爭執，結果王楠一時不爽，就在群組中傳了「尼這種症頭要吃五天大便才會好」的圖片，王女氣得直接截圖並控告陳男公然汙辱，結果神奇的來了，陳男當然不承認他是在汙辱王女，沒想到法官在審理之後也認為，網路上本來就有許多Kuso的圖片，雙方也是針對特定議題發表評論，即使令被批評者感到不快也屬憲法保障的言論自由，而且的確真的有吃屎治病的案例，因此判陳男無罪，不過約翰走鹿更想知道的是，吃屎是要怎麼治病啊？,Unreal,不實
483,916,來來來，最近肯定有很多朋友收到這則謠言：「日後如果使用台灣護照出國，盡量帶著身分證。其實航空公司收到通知開始實行是7月20號開始…因為中共要求，台灣不列為獨立國家，護照無效。開始是工作人員認不出台灣和大陸護照，如果大陸護照，到歐洲是需要簽證的，我先生告訴他們，台灣護照到歐洲是不需要簽證的，航站人員電腦上查出資料，剛收到通知，台灣護照不屬於國家 ，要另外提出ID 證明你就是護照上的人，還好他隨身帶了台灣身分證，比照之後，才讓登機，至此之前，已經有兩個持台灣護照的人被拒絕登機，所以，以後請記得帶身分證。」什麼？難道台灣身份證比台灣護照更好用？,Unreal,不實
